Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,49
0,04	0,49
0,07	0,50
0,09	0,51
0,12	0,50
0,14	0,51
0,17	0,50
0,19	0,52
0,21	0,52
0,24	0,51
0,26	0,50
0,29	0,50
0,31	0,49
0,34	0,51
0,36	0,52
0,39	0,52
0,41	0,53
0,43	0,52
0,46	0,54
0,48	0,54
0,51	0,53
0,53	0,52
0,56	0,53
0,58	0,51
0,61	0,51
0,63	0,49
0,65	0,50
0,68	0,48
0,70	0,50
0,73	0,48
0,75	0,50
0,78	0,49
0,80	0,52
0,83	0,50
0,85	0,51
0,87	0,50
0,90	0,51
0,92	0,50
0,95	0,51
0,97	0,47
1,00	0,51
1,02	0,48
1,05	0,50
1,07	0,51
1,09	0,53
1,12	0,52
1,14	0,54
1,17	0,51
1,19	0,55
1,22	0,52
1,24	0,51
1,26	0,49
1,29	0,50
1,31	0,49
1,34	0,51
1,36	0,47
1,39	0,49
1,41	0,48
1,44	0,48
1,46	0,48
1,48	0,49
1,51	0,47
1,53	0,50
1,56	0,49
1,58	0,51
1,61	0,50
1,63	0,51
1,66	0,51
1,68	0,52
1,70	0,49
1,73	0,51
1,75	0,50
1,78	0,51
1,80	0,53
1,83	0,52
1,85	0,53
1,88	0,53
1,90	0,53
1,92	0,55
1,95	0,55
1,97	0,52
2,00	0,53
2,02	0,51
2,05	0,52
2,07	0,52
2,10	0,51
2,12	0,49
2,14	0,49
2,17	0,49
2,19	0,51
2,22	0,50
2,24	0,52
2,27	0,52
2,29	0,52
2,31	0,51
2,34	0,53
2,36	0,51
2,39	0,53
2,41	0,50
2,44	0,51
2,46	0,50
2,49	0,51
2,51	0,47
2,53	0,52
2,56	0,49
2,58	0,51
2,61	0,49
2,63	0,51
2,66	0,52
2,68	0,53
2,71	0,49
2,73	0,52
2,75	0,49
2,78	0,51
2,80	0,50
2,83	0,50
2,85	0,49
2,88	0,50
2,90	0,47
2,93	0,50
2,95	0,48
2,97	0,50
3,00	0,51
3,02	0,52
3,05	0,52
3,07	0,54
3,10	0,52
3,12	0,54
3,15	0,53
3,17	0,51
3,19	0,51
3,22	0,51
3,24	0,50
3,27	0,53
3,29	0,52
3,32	0,52
3,34	0,52
3,36	0,53
3,39	0,54
3,41	0,55
3,44	0,51
3,46	0,52
3,49	0,50
3,51	0,50
3,54	0,50
3,56	0,49
3,58	0,49
3,61	0,49
3,63	0,48
3,66	0,50
3,68	0,50
3,71	0,50
3,73	0,53
3,76	0,53
3,78	0,54
3,80	0,55
3,83	0,54
3,85	0,54
3,88	0,55
3,90	0,53
3,93	0,54
3,95	0,52
3,98	0,51
4,00	0,53
4,02	0,53
4,05	0,54
4,07	0,54
4,10	0,53
4,12	0,56
4,15	0,56
4,17	0,54
4,20	0,54
4,22	0,53
4,24	0,53
4,27	0,53
4,29	0,51
4,32	0,53
4,34	0,51
4,37	0,51
4,39	0,53
4,42	0,53
4,44	0,52
4,46	0,55
4,49	0,53
4,51	0,55
4,54	0,55
4,56	0,56
4,59	0,55
4,61	0,57
4,63	0,54
4,66	0,56
4,68	0,55
4,71	0,56
4,73	0,56
4,76	0,56
4,78	0,55
4,81	0,56
4,83	0,55
4,85	0,58
4,88	0,58
4,90	0,58
4,93	0,58
4,95	0,56
4,98	0,56
5,00	0,57
5,03	0,55
5,05	0,55
5,07	0,54
5,10	0,55
5,12	0,58
5,15	0,59
5,17	0,59
5,20	0,61
5,22	0,61
5,25	0,62
5,27	0,64
5,29	0,63
5,32	0,64
5,34	0,63
5,37	0,61
5,39	0,61
5,42	0,62
5,44	0,61
5,47	0,63
5,49	0,61
5,51	0,63
5,54	0,63
5,56	0,65
5,59	0,67
5,61	0,69
5,64	0,68
5,66	0,69
5,68	0,66
5,71	0,68
5,73	0,67
5,76	0,68
5,78	0,66
5,81	0,67
5,83	0,66
5,86	0,71
5,88	0,70
5,90	0,72
5,93	0,72
5,95	0,74
5,98	0,74
6,00	0,77
6,03	0,74
6,05	0,77
6,08	0,75
6,10	0,76
6,12	0,76
6,15	0,77
6,17	0,76
6,20	0,79
6,22	0,78
6,25	0,81
6,27	0,80
6,30	0,81
6,32	0,84
6,34	0,85
6,37	0,85
6,39	0,87
6,42	0,85
6,44	0,87
6,47	0,86
6,49	0,85
6,52	0,86
6,54	0,87
6,56	0,87
6,59	0,90
6,61	0,90
6,64	0,92
6,66	0,95
6,69	0,95
6,71	0,97
6,73	0,98
6,76	0,98
6,78	0,99
6,81	1,00
6,83	0,98
6,86	1,01
6,88	0,99
6,91	1,00
6,93	1,01
6,95	1,03
6,98	1,04
