Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,49
0,04	0,49
0,07	0,49
0,09	0,50
0,12	0,49
0,14	0,48
0,17	0,48
0,19	0,48
0,21	0,47
0,24	0,48
0,26	0,45
0,29	0,46
0,31	0,44
0,34	0,45
0,36	0,45
0,39	0,46
0,41	0,44
0,43	0,49
0,46	0,47
0,48	0,49
0,51	0,48
0,53	0,49
0,56	0,48
0,58	0,50
0,61	0,46
0,63	0,49
0,65	0,47
0,68	0,48
0,70	0,50
0,73	0,50
0,75	0,49
0,78	0,50
0,80	0,47
0,83	0,51
0,85	0,49
0,87	0,48
0,90	0,47
0,92	0,46
0,95	0,46
0,97	0,47
1,00	0,45
1,02	0,46
1,05	0,45
1,07	0,43
1,09	0,45
1,12	0,45
1,14	0,45
1,17	0,45
1,19	0,46
1,22	0,46
1,24	0,49
1,26	0,48
1,29	0,48
1,31	0,47
1,34	0,47
1,36	0,47
1,39	0,47
1,41	0,44
1,44	0,49
1,46	0,47
1,48	0,48
1,51	0,45
1,53	0,47
1,56	0,48
1,58	0,51
1,61	0,46
1,63	0,48
1,66	0,46
1,68	0,48
1,70	0,46
1,73	0,45
1,75	0,43
1,78	0,45
1,80	0,43
1,83	0,46
1,85	0,45
1,88	0,46
1,90	0,48
1,92	0,50
1,95	0,48
1,97	0,51
2,00	0,48
2,02	0,50
2,05	0,49
2,07	0,48
2,10	0,47
2,12	0,47
2,14	0,45
2,17	0,48
2,19	0,47
2,22	0,49
2,24	0,48
2,27	0,49
2,29	0,50
2,31	0,52
2,34	0,48
2,36	0,49
2,39	0,45
2,41	0,47
2,44	0,45
2,46	0,45
2,49	0,44
2,51	0,45
2,53	0,44
2,56	0,48
2,58	0,47
2,61	0,47
2,63	0,49
2,66	0,49
2,68	0,49
2,71	0,49
2,73	0,47
2,75	0,46
2,78	0,48
2,80	0,45
2,83	0,46
2,85	0,45
2,88	0,44
2,90	0,45
2,93	0,46
2,95	0,46
2,97	0,47
3,00	0,46
3,02	0,50
3,05	0,49
3,07	0,48
3,10	0,49
3,12	0,48
3,15	0,48
3,17	0,49
3,19	0,45
3,22	0,48
3,24	0,46
3,27	0,46
3,29	0,46
3,32	0,46
3,34	0,45
3,36	0,49
3,39	0,48
3,41	0,50
3,44	0,49
3,46	0,51
3,49	0,50
3,51	0,51
3,54	0,47
3,56	0,49
3,58	0,46
3,61	0,48
3,63	0,46
3,66	0,49
3,68	0,48
3,71	0,50
3,73	0,48
3,76	0,52
3,78	0,50
3,80	0,52
3,83	0,50
3,85	0,50
3,88	0,47
3,90	0,50
3,93	0,47
3,95	0,48
3,98	0,45
4,00	0,47
4,02	0,48
4,05	0,49
4,07	0,48
4,10	0,52
4,12	0,50
4,15	0,52
4,17	0,50
4,20	0,51
4,22	0,50
4,24	0,50
4,27	0,47
4,29	0,50
4,32	0,49
4,34	0,51
4,37	0,51
4,39	0,51
4,42	0,51
4,44	0,50
4,46	0,50
4,49	0,53
4,51	0,51
4,54	0,51
4,56	0,51
4,59	0,49
4,61	0,51
4,63	0,51
4,66	0,48
4,68	0,50
4,71	0,48
4,73	0,47
4,76	0,50
4,78	0,51
4,81	0,52
4,83	0,53
4,85	0,53
4,88	0,54
4,90	0,57
4,93	0,55
4,95	0,56
4,98	0,55
5,00	0,54
5,03	0,53
5,05	0,53
5,07	0,52
5,10	0,54
5,12	0,52
5,15	0,54
5,17	0,53
5,20	0,55
5,22	0,57
5,25	0,59
5,27	0,57
5,29	0,59
5,32	0,56
5,34	0,57
5,37	0,55
5,39	0,55
5,42	0,53
5,44	0,53
5,47	0,52
5,49	0,56
5,51	0,55
5,54	0,58
5,56	0,58
5,59	0,60
5,61	0,61
5,64	0,63
5,66	0,61
5,68	0,62
5,71	0,61
5,73	0,61
5,76	0,63
5,78	0,62
5,81	0,60
5,83	0,61
5,86	0,63
5,88	0,64
5,90	0,64
5,93	0,63
5,95	0,66
5,98	0,67
6,00	0,68
6,03	0,68
6,05	0,66
6,08	0,67
6,10	0,68
6,12	0,65
6,15	0,68
6,17	0,66
6,20	0,68
6,22	0,71
6,25	0,72
6,27	0,70
6,30	0,73
6,32	0,71
6,34	0,75
6,37	0,74
6,39	0,74
6,42	0,74
6,44	0,77
6,47	0,75
6,49	0,79
6,52	0,77
6,54	0,78
6,56	0,78
6,59	0,80
6,61	0,80
6,64	0,84
6,66	0,81
6,69	0,86
6,71	0,85
6,73	0,88
6,76	0,88
6,78	0,87
6,81	0,86
6,83	0,88
6,86	0,85
6,88	0,88
6,91	0,85
6,93	0,87
6,95	0,88
6,98	0,90
