Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,32
0,04	0,32
0,07	0,35
0,09	0,38
0,12	0,40
0,14	0,37
0,17	0,39
0,19	0,40
0,21	0,44
0,24	0,43
0,26	0,43
0,29	0,41
0,31	0,45
0,34	0,43
0,36	0,42
0,39	0,40
0,41	0,38
0,43	0,37
0,46	0,38
0,48	0,36
0,51	0,37
0,53	0,34
0,56	0,35
0,58	0,37
0,61	0,38
0,63	0,37
0,65	0,40
0,68	0,40
0,70	0,40
0,73	0,41
0,75	0,41
0,78	0,41
0,80	0,40
0,83	0,38
0,85	0,38
0,87	0,38
0,90	0,38
0,92	0,41
0,95	0,41
0,97	0,42
1,00	0,44
1,02	0,43
1,05	0,44
1,07	0,44
1,09	0,41
1,12	0,41
1,14	0,38
1,17	0,38
1,19	0,38
1,22	0,38
1,24	0,38
1,26	0,37
1,29	0,36
1,31	0,39
1,34	0,38
1,36	0,37
1,39	0,39
1,41	0,39
1,44	0,37
1,46	0,39
1,48	0,37
1,51	0,38
1,53	0,39
1,56	0,38
1,58	0,36
1,61	0,39
1,63	0,40
1,66	0,43
1,68	0,42
1,70	0,44
1,73	0,42
1,75	0,43
1,78	0,45
1,80	0,45
1,83	0,42
1,85	0,44
1,88	0,40
1,90	0,41
1,92	0,40
1,95	0,39
1,97	0,37
2,00	0,38
2,02	0,35
2,05	0,39
2,07	0,37
2,10	0,38
2,12	0,39
2,14	0,40
2,17	0,40
2,19	0,42
2,22	0,40
2,24	0,42
2,27	0,41
2,29	0,40
2,31	0,41
2,34	0,39
2,36	0,38
2,39	0,41
2,41	0,40
2,44	0,42
2,46	0,42
2,49	0,41
2,51	0,44
2,53	0,44
2,56	0,43
2,58	0,43
2,61	0,39
2,63	0,40
2,66	0,40
2,68	0,38
2,71	0,38
2,73	0,37
2,75	0,36
2,78	0,39
2,80	0,38
2,83	0,38
2,85	0,42
2,88	0,42
2,90	0,42
2,93	0,41
2,95	0,42
2,97	0,40
3,00	0,42
3,02	0,39
3,05	0,40
3,07	0,40
3,10	0,41
3,12	0,38
3,15	0,41
3,17	0,41
3,19	0,41
3,22	0,39
3,24	0,41
3,27	0,40
3,29	0,42
3,32	0,41
3,34	0,39
3,36	0,37
3,39	0,40
3,41	0,37
3,44	0,40
3,46	0,37
3,49	0,38
3,51	0,38
3,54	0,40
3,56	0,36
3,58	0,41
3,61	0,38
3,63	0,42
3,66	0,40
3,68	0,41
3,71	0,39
3,73	0,41
3,76	0,37
3,78	0,39
3,80	0,36
3,83	0,38
3,85	0,36
3,88	0,37
3,90	0,36
3,93	0,38
3,95	0,37
3,98	0,42
4,00	0,41
4,02	0,42
4,05	0,42
4,07	0,40
4,10	0,40
4,12	0,41
4,15	0,39
4,17	0,39
4,20	0,37
4,22	0,38
4,24	0,40
4,27	0,40
4,29	0,38
4,32	0,40
4,34	0,41
4,37	0,42
4,39	0,42
4,42	0,43
4,44	0,45
4,46	0,46
4,49	0,44
4,51	0,43
4,54	0,41
4,56	0,40
4,59	0,40
4,61	0,37
4,63	0,38
4,66	0,36
4,68	0,38
4,71	0,42
4,73	0,44
4,76	0,44
4,78	0,47
4,81	0,44
4,83	0,48
4,85	0,47
4,88	0,47
4,90	0,44
4,93	0,43
4,95	0,41
4,98	0,44
5,00	0,42
5,03	0,43
5,05	0,44
5,07	0,45
5,10	0,44
5,12	0,48
5,15	0,45
5,17	0,46
5,20	0,44
5,22	0,43
5,25	0,43
5,27	0,44
5,29	0,42
5,32	0,43
5,34	0,42
5,37	0,44
5,39	0,42
5,42	0,43
5,44	0,46
5,47	0,47
5,49	0,46
5,51	0,49
5,54	0,46
5,56	0,47
5,59	0,45
5,61	0,43
5,64	0,43
5,66	0,44
5,68	0,44
5,71	0,48
5,73	0,48
5,76	0,49
5,78	0,50
5,81	0,50
5,83	0,52
5,86	0,52
5,88	0,50
5,90	0,52
5,93	0,53
5,95	0,53
5,98	0,54
6,00	0,51
6,03	0,52
6,05	0,52
6,08	0,52
6,10	0,50
6,12	0,52
6,15	0,50
6,17	0,54
6,20	0,52
6,22	0,52
6,25	0,52
6,27	0,52
6,30	0,50
6,32	0,53
6,34	0,51
6,37	0,55
6,39	0,55
6,42	0,56
6,44	0,56
6,47	0,58
6,49	0,56
6,52	0,58
6,54	0,56
6,56	0,58
6,59	0,56
6,61	0,60
6,64	0,60
6,66	0,63
6,69	0,61
6,71	0,65
6,73	0,61
6,76	0,66
6,78	0,63
6,81	0,65
6,83	0,64
6,86	0,67
6,88	0,64
6,91	0,70
6,93	0,67
6,95	0,69
6,98	0,67
