Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,20
0,04	0,20
0,07	0,18
0,09	0,17
0,12	0,16
0,14	0,19
0,17	0,20
0,19	0,20
0,21	0,21
0,24	0,21
0,26	0,20
0,29	0,21
0,31	0,20
0,34	0,20
0,36	0,19
0,39	0,17
0,41	0,18
0,43	0,18
0,46	0,17
0,48	0,17
0,51	0,18
0,53	0,19
0,56	0,20
0,58	0,19
0,61	0,23
0,63	0,24
0,65	0,22
0,68	0,22
0,70	0,19
0,73	0,21
0,75	0,21
0,78	0,18
0,80	0,18
0,83	0,17
0,85	0,15
0,87	0,17
0,90	0,16
0,92	0,14
0,95	0,15
0,97	0,14
1,00	0,15
1,02	0,17
1,05	0,18
1,07	0,18
1,09	0,19
1,12	0,18
1,14	0,20
1,17	0,19
1,19	0,18
1,22	0,18
1,24	0,18
1,26	0,19
1,29	0,20
1,31	0,19
1,34	0,23
1,36	0,21
1,39	0,21
1,41	0,22
1,44	0,18
1,46	0,17
1,48	0,18
1,51	0,15
1,53	0,16
1,56	0,15
1,58	0,15
1,61	0,18
1,63	0,18
1,66	0,17
1,68	0,18
1,70	0,17
1,73	0,18
1,75	0,17
1,78	0,17
1,80	0,18
1,83	0,18
1,85	0,17
1,88	0,19
1,90	0,18
1,92	0,18
1,95	0,19
1,97	0,19
2,00	0,20
2,02	0,20
2,05	0,18
2,07	0,23
2,10	0,23
2,12	0,22
2,14	0,22
2,17	0,21
2,19	0,21
2,22	0,22
2,24	0,18
2,27	0,19
2,29	0,18
2,31	0,17
2,34	0,20
2,36	0,20
2,39	0,20
2,41	0,20
2,44	0,20
2,46	0,19
2,49	0,20
2,51	0,19
2,53	0,20
2,56	0,19
2,58	0,19
2,61	0,19
2,63	0,18
2,66	0,17
2,68	0,18
2,71	0,15
2,73	0,16
2,75	0,18
2,78	0,17
2,80	0,22
2,83	0,22
2,85	0,20
2,88	0,21
2,90	0,19
2,93	0,18
2,95	0,19
2,97	0,16
3,00	0,16
3,02	0,16
3,05	0,16
3,07	0,18
3,10	0,18
3,12	0,17
3,15	0,17
3,17	0,17
3,19	0,17
3,22	0,18
3,24	0,18
3,27	0,19
3,29	0,19
3,32	0,18
3,34	0,19
3,36	0,18
3,39	0,18
3,41	0,18
3,44	0,16
3,46	0,18
3,49	0,18
3,51	0,19
3,54	0,22
3,56	0,21
3,58	0,21
3,61	0,23
3,63	0,20
3,66	0,21
3,68	0,20
3,71	0,18
3,73	0,18
3,76	0,18
3,78	0,16
3,80	0,20
3,83	0,18
3,85	0,19
3,88	0,19
3,90	0,20
3,93	0,20
3,95	0,22
3,98	0,20
4,00	0,21
4,02	0,21
4,05	0,22
4,07	0,21
4,10	0,20
4,12	0,19
4,15	0,19
4,17	0,18
4,20	0,19
4,22	0,19
4,24	0,18
4,27	0,20
4,29	0,20
4,32	0,19
4,34	0,18
4,37	0,18
4,39	0,16
4,42	0,17
4,44	0,17
4,46	0,18
4,49	0,17
4,51	0,17
4,54	0,18
4,56	0,19
4,59	0,17
4,61	0,17
4,63	0,18
4,66	0,21
4,68	0,21
4,71	0,18
4,73	0,19
4,76	0,21
4,78	0,23
4,81	0,25
4,83	0,22
4,85	0,24
4,88	0,25
4,90	0,26
4,93	0,25
4,95	0,24
4,98	0,22
5,00	0,26
5,03	0,25
5,05	0,25
5,07	0,26
5,10	0,27
5,12	0,28
5,15	0,29
5,17	0,28
5,20	0,28
5,22	0,27
5,25	0,26
5,27	0,27
5,29	0,26
5,32	0,27
5,34	0,28
5,37	0,28
5,39	0,30
5,42	0,31
5,44	0,30
5,47	0,31
5,49	0,31
5,51	0,31
5,54	0,32
5,56	0,30
5,59	0,30
5,61	0,30
5,64	0,30
5,66	0,31
5,68	0,31
5,71	0,32
5,73	0,34
5,76	0,34
5,78	0,36
5,81	0,36
5,83	0,36
5,86	0,35
5,88	0,34
5,90	0,35
5,93	0,35
5,95	0,33
5,98	0,33
6,00	0,35
6,03	0,36
6,05	0,37
6,08	0,39
6,10	0,39
6,12	0,42
6,15	0,43
6,17	0,42
6,20	0,43
6,22	0,43
6,25	0,42
6,27	0,43
6,30	0,41
6,32	0,39
6,34	0,41
6,37	0,40
6,39	0,43
6,42	0,45
6,44	0,45
6,47	0,49
6,49	0,50
6,52	0,48
6,54	0,50
6,56	0,48
6,59	0,47
6,61	0,49
6,64	0,47
6,66	0,48
6,69	0,48
6,71	0,48
6,73	0,51
6,76	0,52
6,78	0,52
6,81	0,53
6,83	0,54
6,86	0,57
6,88	0,58
6,91	0,58
6,93	0,58
6,95	0,59
6,98	0,60
