Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,26
0,04	0,24
0,07	0,24
0,09	0,22
0,12	0,22
0,14	0,22
0,17	0,22
0,19	0,20
0,21	0,24
0,24	0,22
0,26	0,25
0,29	0,25
0,31	0,26
0,34	0,26
0,36	0,28
0,39	0,27
0,41	0,29
0,43	0,28
0,46	0,27
0,48	0,27
0,51	0,26
0,53	0,26
0,56	0,27
0,58	0,26
0,61	0,26
0,63	0,25
0,65	0,24
0,68	0,27
0,70	0,27
0,73	0,25
0,75	0,26
0,78	0,25
0,80	0,27
0,83	0,26
0,85	0,24
0,87	0,22
0,90	0,22
0,92	0,20
0,95	0,23
0,97	0,23
1,00	0,24
1,02	0,27
1,05	0,28
1,07	0,28
1,09	0,30
1,12	0,29
1,14	0,27
1,17	0,27
1,19	0,22
1,22	0,23
1,24	0,23
1,26	0,21
1,29	0,21
1,31	0,23
1,34	0,23
1,36	0,24
1,39	0,23
1,41	0,25
1,44	0,25
1,46	0,24
1,48	0,23
1,51	0,23
1,53	0,24
1,56	0,22
1,58	0,19
1,61	0,21
1,63	0,19
1,66	0,20
1,68	0,20
1,70	0,20
1,73	0,22
1,75	0,26
1,78	0,25
1,80	0,26
1,83	0,26
1,85	0,27
1,88	0,27
1,90	0,29
1,92	0,25
1,95	0,26
1,97	0,23
2,00	0,24
2,02	0,23
2,05	0,22
2,07	0,23
2,10	0,24
2,12	0,23
2,14	0,28
2,17	0,27
2,19	0,28
2,22	0,29
2,24	0,26
2,27	0,26
2,29	0,26
2,31	0,25
2,34	0,25
2,36	0,24
2,39	0,24
2,41	0,25
2,44	0,25
2,46	0,25
2,49	0,27
2,51	0,26
2,53	0,28
2,56	0,29
2,58	0,30
2,61	0,28
2,63	0,30
2,66	0,28
2,68	0,31
2,71	0,29
2,73	0,27
2,75	0,28
2,78	0,30
2,80	0,30
2,83	0,29
2,85	0,27
2,88	0,28
2,90	0,28
2,93	0,26
2,95	0,26
2,97	0,22
3,00	0,23
3,02	0,24
3,05	0,24
3,07	0,25
3,10	0,25
3,12	0,24
3,15	0,27
3,17	0,25
3,19	0,25
3,22	0,26
3,24	0,24
3,27	0,24
3,29	0,24
3,32	0,23
3,34	0,24
3,36	0,24
3,39	0,23
3,41	0,24
3,44	0,24
3,46	0,24
3,49	0,25
3,51	0,26
3,54	0,26
3,56	0,26
3,58	0,25
3,61	0,28
3,63	0,28
3,66	0,27
3,68	0,28
3,71	0,26
3,73	0,26
3,76	0,26
3,78	0,24
3,80	0,24
3,83	0,23
3,85	0,23
3,88	0,24
3,90	0,24
3,93	0,25
3,95	0,28
3,98	0,28
4,00	0,29
4,02	0,29
4,05	0,29
4,07	0,28
4,10	0,28
4,12	0,27
4,15	0,27
4,17	0,25
4,20	0,25
4,22	0,26
4,24	0,27
4,27	0,27
4,29	0,27
4,32	0,27
4,34	0,30
4,37	0,32
4,39	0,30
4,42	0,31
4,44	0,27
4,46	0,28
4,49	0,29
4,51	0,27
4,54	0,27
4,56	0,26
4,59	0,25
4,61	0,29
4,63	0,29
4,66	0,28
4,68	0,30
4,71	0,30
4,73	0,31
4,76	0,32
4,78	0,32
4,81	0,32
4,83	0,32
4,85	0,31
4,88	0,32
4,90	0,30
4,93	0,31
4,95	0,31
4,98	0,31
5,00	0,30
5,03	0,31
5,05	0,29
5,07	0,34
5,10	0,33
5,12	0,34
5,15	0,33
5,17	0,32
5,20	0,32
5,22	0,33
5,25	0,31
5,27	0,32
5,29	0,30
5,32	0,31
5,34	0,33
5,37	0,33
5,39	0,33
5,42	0,34
5,44	0,34
5,47	0,37
5,49	0,38
5,51	0,38
5,54	0,37
5,56	0,38
5,59	0,37
5,61	0,39
5,64	0,35
5,66	0,37
5,68	0,37
5,71	0,39
5,73	0,40
5,76	0,41
5,78	0,41
5,81	0,45
5,83	0,45
5,86	0,46
5,88	0,46
5,90	0,45
5,93	0,44
5,95	0,45
5,98	0,43
6,00	0,43
6,03	0,42
6,05	0,42
6,08	0,45
6,10	0,46
6,12	0,45
6,15	0,48
6,17	0,49
6,20	0,49
6,22	0,51
6,25	0,50
6,27	0,52
6,30	0,55
6,32	0,54
6,34	0,54
6,37	0,55
6,39	0,54
6,42	0,57
6,44	0,56
6,47	0,58
6,49	0,58
6,52	0,60
6,54	0,63
6,56	0,66
6,59	0,64
6,61	0,64
6,64	0,62
6,66	0,63
6,69	0,62
6,71	0,62
6,73	0,62
6,76	0,63
6,78	0,64
6,81	0,67
6,83	0,67
6,86	0,68
6,88	0,68
6,91	0,69
6,93	0,71
6,95	0,72
6,98	0,73
