Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,35
0,04	0,35
0,07	0,36
0,09	0,36
0,12	0,38
0,14	0,36
0,17	0,36
0,19	0,36
0,21	0,37
0,24	0,36
0,26	0,36
0,29	0,34
0,31	0,37
0,34	0,37
0,36	0,38
0,39	0,38
0,41	0,36
0,43	0,34
0,46	0,36
0,48	0,33
0,51	0,35
0,53	0,33
0,56	0,34
0,58	0,35
0,61	0,37
0,63	0,35
0,65	0,40
0,68	0,38
0,70	0,40
0,73	0,39
0,75	0,40
0,78	0,38
0,80	0,40
0,83	0,35
0,85	0,38
0,87	0,35
0,90	0,36
0,92	0,34
0,95	0,36
0,97	0,35
1,00	0,37
1,02	0,34
1,05	0,39
1,07	0,37
1,09	0,38
1,12	0,37
1,14	0,36
1,17	0,35
1,19	0,37
1,22	0,34
1,24	0,36
1,26	0,33
1,29	0,34
1,31	0,34
1,34	0,34
1,36	0,33
1,39	0,34
1,41	0,34
1,44	0,36
1,46	0,37
1,48	0,38
1,51	0,38
1,53	0,40
1,56	0,38
1,58	0,38
1,61	0,37
1,63	0,36
1,66	0,35
1,68	0,35
1,70	0,35
1,73	0,36
1,75	0,35
1,78	0,39
1,80	0,40
1,83	0,40
1,85	0,40
1,88	0,37
1,90	0,36
1,92	0,37
1,95	0,35
1,97	0,34
2,00	0,33
2,02	0,33
2,05	0,36
2,07	0,37
2,10	0,36
2,12	0,37
2,14	0,38
2,17	0,38
2,19	0,39
2,22	0,39
2,24	0,39
2,27	0,38
2,29	0,37
2,31	0,37
2,34	0,36
2,36	0,36
2,39	0,36
2,41	0,36
2,44	0,37
2,46	0,36
2,49	0,36
2,51	0,39
2,53	0,39
2,56	0,38
2,58	0,39
2,61	0,37
2,63	0,38
2,66	0,37
2,68	0,35
2,71	0,36
2,73	0,35
2,75	0,33
2,78	0,36
2,80	0,36
2,83	0,36
2,85	0,37
2,88	0,36
2,90	0,38
2,93	0,40
2,95	0,38
2,97	0,39
3,00	0,38
3,02	0,38
3,05	0,38
3,07	0,36
3,10	0,35
3,12	0,36
3,15	0,36
3,17	0,37
3,19	0,37
3,22	0,37
3,24	0,40
3,27	0,40
3,29	0,39
3,32	0,39
3,34	0,36
3,36	0,35
3,39	0,35
3,41	0,32
3,44	0,32
3,46	0,32
3,49	0,33
3,51	0,35
3,54	0,36
3,56	0,35
3,58	0,38
3,61	0,37
3,63	0,38
3,66	0,36
3,68	0,36
3,71	0,35
3,73	0,36
3,76	0,35
3,78	0,38
3,80	0,35
3,83	0,36
3,85	0,36
3,88	0,38
3,90	0,36
3,93	0,38
3,95	0,34
3,98	0,40
4,00	0,38
4,02	0,40
4,05	0,38
4,07	0,38
4,10	0,36
4,12	0,38
4,15	0,34
4,17	0,37
4,20	0,34
4,22	0,34
4,24	0,35
4,27	0,37
4,29	0,35
4,32	0,37
4,34	0,35
4,37	0,38
4,39	0,38
4,42	0,39
4,44	0,37
4,46	0,38
4,49	0,37
4,51	0,39
4,54	0,35
4,56	0,37
4,59	0,37
4,61	0,37
4,63	0,37
4,66	0,37
4,68	0,36
4,71	0,40
4,73	0,40
4,76	0,39
4,78	0,40
4,81	0,39
4,83	0,39
4,85	0,39
4,88	0,37
4,90	0,36
4,93	0,36
4,95	0,35
4,98	0,38
5,00	0,38
5,03	0,38
5,05	0,38
5,07	0,38
5,10	0,39
5,12	0,40
5,15	0,38
5,17	0,39
5,20	0,37
5,22	0,37
5,25	0,38
5,27	0,38
5,29	0,37
5,32	0,39
5,34	0,37
5,37	0,39
5,39	0,39
5,42	0,39
5,44	0,41
5,47	0,43
5,49	0,41
5,51	0,44
5,54	0,42
5,56	0,45
5,59	0,42
5,61	0,41
5,64	0,39
5,66	0,39
5,68	0,37
5,71	0,38
5,73	0,36
5,76	0,37
5,78	0,37
5,81	0,39
5,83	0,39
5,86	0,40
5,88	0,39
5,90	0,40
5,93	0,40
5,95	0,41
5,98	0,41
6,00	0,40
6,03	0,39
6,05	0,42
6,08	0,40
6,10	0,42
6,12	0,41
6,15	0,41
6,17	0,43
6,20	0,43
6,22	0,42
6,25	0,43
6,27	0,42
6,30	0,42
6,32	0,43
6,34	0,42
6,37	0,43
6,39	0,43
6,42	0,42
6,44	0,44
6,47	0,44
6,49	0,43
6,52	0,44
6,54	0,45
6,56	0,46
6,59	0,47
6,61	0,47
6,64	0,48
6,66	0,48
6,69	0,48
6,71	0,50
6,73	0,48
6,76	0,48
6,78	0,49
6,81	0,48
6,83	0,50
6,86	0,50
6,88	0,49
6,91	0,51
6,93	0,50
6,95	0,50
6,98	0,51
