Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,47
0,04	0,44
0,07	0,44
0,09	0,43
0,12	0,43
0,14	0,43
0,17	0,43
0,19	0,41
0,21	0,44
0,24	0,44
0,26	0,42
0,29	0,44
0,31	0,44
0,34	0,46
0,36	0,45
0,39	0,45
0,41	0,45
0,43	0,47
0,46	0,45
0,48	0,47
0,51	0,43
0,53	0,44
0,56	0,42
0,58	0,44
0,61	0,42
0,63	0,43
0,65	0,39
0,68	0,45
0,70	0,44
0,73	0,47
0,75	0,44
0,78	0,44
0,80	0,43
0,83	0,47
0,85	0,42
0,87	0,44
0,90	0,40
0,92	0,42
0,95	0,42
0,97	0,45
1,00	0,41
1,02	0,44
1,05	0,42
1,07	0,45
1,09	0,44
1,12	0,45
1,14	0,43
1,17	0,44
1,19	0,41
1,22	0,44
1,24	0,40
1,26	0,42
1,29	0,41
1,31	0,44
1,34	0,44
1,36	0,46
1,39	0,43
1,41	0,49
1,44	0,48
1,46	0,48
1,48	0,45
1,51	0,44
1,53	0,42
1,56	0,44
1,58	0,41
1,61	0,42
1,63	0,40
1,66	0,41
1,68	0,43
1,70	0,45
1,73	0,44
1,75	0,45
1,78	0,44
1,80	0,45
1,83	0,45
1,85	0,45
1,88	0,42
1,90	0,42
1,92	0,42
1,95	0,43
1,97	0,43
2,00	0,43
2,02	0,45
2,05	0,44
2,07	0,46
2,10	0,44
2,12	0,43
2,14	0,48
2,17	0,48
2,19	0,46
2,22	0,46
2,24	0,44
2,27	0,47
2,29	0,46
2,31	0,44
2,34	0,42
2,36	0,43
2,39	0,42
2,41	0,46
2,44	0,43
2,46	0,44
2,49	0,43
2,51	0,45
2,53	0,45
2,56	0,49
2,58	0,45
2,61	0,47
2,63	0,45
2,66	0,45
2,68	0,45
2,71	0,44
2,73	0,40
2,75	0,43
2,78	0,41
2,80	0,45
2,83	0,43
2,85	0,44
2,88	0,47
2,90	0,50
2,93	0,46
2,95	0,48
2,97	0,45
3,00	0,49
3,02	0,47
3,05	0,46
3,07	0,45
3,10	0,47
3,12	0,45
3,15	0,48
3,17	0,44
3,19	0,46
3,22	0,44
3,24	0,46
3,27	0,48
3,29	0,49
3,32	0,46
3,34	0,48
3,36	0,47
3,39	0,48
3,41	0,47
3,44	0,43
3,46	0,43
3,49	0,44
3,51	0,44
3,54	0,45
3,56	0,44
3,58	0,42
3,61	0,46
3,63	0,45
3,66	0,47
3,68	0,46
3,71	0,46
3,73	0,46
3,76	0,48
3,78	0,44
3,80	0,47
3,83	0,43
3,85	0,45
3,88	0,44
3,90	0,46
3,93	0,46
3,95	0,48
3,98	0,47
4,00	0,50
4,02	0,49
4,05	0,49
4,07	0,46
4,10	0,48
4,12	0,46
4,15	0,48
4,17	0,44
4,20	0,47
4,22	0,46
4,24	0,47
4,27	0,45
4,29	0,48
4,32	0,46
4,34	0,53
4,37	0,49
4,39	0,51
4,42	0,50
4,44	0,51
4,46	0,48
4,49	0,50
4,51	0,44
4,54	0,47
4,56	0,43
4,59	0,45
4,61	0,44
4,63	0,46
4,66	0,45
4,68	0,47
4,71	0,46
4,73	0,49
4,76	0,49
4,78	0,50
4,81	0,50
4,83	0,50
4,85	0,48
4,88	0,50
4,90	0,49
4,93	0,49
4,95	0,49
4,98	0,48
5,00	0,49
5,03	0,49
5,05	0,49
5,07	0,52
5,10	0,52
5,12	0,49
5,15	0,50
5,17	0,50
5,20	0,51
5,22	0,52
5,25	0,51
5,27	0,49
5,29	0,49
5,32	0,49
5,34	0,52
5,37	0,51
5,39	0,53
5,42	0,51
5,44	0,54
5,47	0,54
5,49	0,56
5,51	0,54
5,54	0,55
5,56	0,53
5,59	0,54
5,61	0,53
5,64	0,56
5,66	0,54
5,68	0,56
5,71	0,54
5,73	0,58
5,76	0,57
5,78	0,60
5,81	0,58
5,83	0,60
5,86	0,58
5,88	0,60
5,90	0,57
5,93	0,59
5,95	0,57
5,98	0,60
6,00	0,58
6,03	0,60
6,05	0,59
6,08	0,63
6,10	0,62
6,12	0,64
6,15	0,63
6,17	0,65
6,20	0,64
6,22	0,67
6,25	0,63
6,27	0,65
6,30	0,63
6,32	0,66
6,34	0,66
6,37	0,69
6,39	0,67
6,42	0,71
6,44	0,70
6,47	0,74
6,49	0,72
6,52	0,72
6,54	0,71
6,56	0,73
6,59	0,74
6,61	0,77
6,64	0,75
6,66	0,78
6,69	0,77
6,71	0,79
6,73	0,79
6,76	0,78
6,78	0,76
6,81	0,78
6,83	0,76
6,86	0,78
6,88	0,79
6,91	0,81
6,93	0,83
6,95	0,82
6,98	0,81
