Voltage U1	Corriente IA
U1/V	IA/nA

0,02	0,63
0,04	0,58
0,07	0,54
0,09	0,50
0,12	0,47
0,14	0,49
0,17	0,46
0,19	0,46
0,21	0,48
0,24	0,50
0,26	0,49
0,29	0,49
0,31	0,46
0,34	0,49
0,36	0,49
0,39	0,48
0,41	0,47
0,43	0,48
0,46	0,47
0,48	0,51
0,51	0,50
0,53	0,51
0,56	0,51
0,58	0,52
0,61	0,52
0,63	0,52
0,65	0,50
0,68	0,53
0,70	0,53
0,73	0,52
0,75	0,53
0,78	0,49
0,80	0,50
0,83	0,52
0,85	0,51
0,87	0,50
0,90	0,49
0,92	0,47
0,95	0,51
0,97	0,50
1,00	0,52
1,02	0,50
1,05	0,52
1,07	0,52
1,09	0,54
1,12	0,50
1,14	0,53
1,17	0,50
1,19	0,50
1,22	0,49
1,24	0,48
1,26	0,46
1,29	0,48
1,31	0,46
1,34	0,48
1,36	0,47
1,39	0,48
1,41	0,52
1,44	0,53
1,46	0,52
1,48	0,54
1,51	0,50
1,53	0,52
1,56	0,49
1,58	0,48
1,61	0,47
1,63	0,48
1,66	0,46
1,68	0,52
1,70	0,50
1,73	0,52
1,75	0,52
1,78	0,52
1,80	0,52
1,83	0,52
1,85	0,50
1,88	0,51
1,90	0,49
1,92	0,50
1,95	0,50
1,97	0,49
2,00	0,48
2,02	0,49
2,05	0,50
2,07	0,51
2,10	0,51
2,12	0,50
2,14	0,54
2,17	0,53
2,19	0,53
2,22	0,52
2,24	0,52
2,27	0,51
2,29	0,51
2,31	0,48
2,34	0,50
2,36	0,47
2,39	0,47
2,41	0,47
2,44	0,47
2,46	0,47
2,49	0,49
2,51	0,48
2,53	0,53
2,56	0,51
2,58	0,52
2,61	0,51
2,63	0,51
2,66	0,48
2,68	0,51
2,71	0,46
2,73	0,48
2,75	0,47
2,78	0,50
2,80	0,50
2,83	0,51
2,85	0,48
2,88	0,52
2,90	0,51
2,93	0,53
2,95	0,51
2,97	0,52
3,00	0,51
3,02	0,52
3,05	0,49
3,07	0,51
3,10	0,49
3,12	0,50
3,15	0,50
3,17	0,52
3,19	0,51
3,22	0,52
3,24	0,49
3,27	0,52
3,29	0,51
3,32	0,51
3,34	0,50
3,36	0,50
3,39	0,49
3,41	0,51
3,44	0,49
3,46	0,50
3,49	0,49
3,51	0,49
3,54	0,50
3,56	0,50
3,58	0,49
3,61	0,50
3,63	0,49
3,66	0,48
3,68	0,49
3,71	0,50
3,73	0,50
3,76	0,50
3,78	0,50
3,80	0,49
3,83	0,48
3,85	0,47
3,88	0,47
3,90	0,47
3,93	0,48
3,95	0,48
3,98	0,50
4,00	0,51
4,02	0,52
4,05	0,52
4,07	0,53
4,10	0,51
4,12	0,52
4,15	0,52
4,17	0,51
4,20	0,50
4,22	0,50
4,24	0,48
4,27	0,51
4,29	0,50
4,32	0,50
4,34	0,52
4,37	0,52
4,39	0,50
4,42	0,52
4,44	0,49
4,46	0,50
4,49	0,48
4,51	0,50
4,54	0,49
4,56	0,49
4,59	0,47
4,61	0,49
4,63	0,48
4,66	0,51
4,68	0,49
4,71	0,50
4,73	0,50
4,76	0,53
4,78	0,51
4,81	0,51
4,83	0,49
4,85	0,50
4,88	0,49
4,90	0,49
4,93	0,47
4,95	0,50
4,98	0,49
5,00	0,52
5,03	0,50
5,05	0,51
5,07	0,52
5,10	0,53
5,12	0,52
5,15	0,54
5,17	0,53
5,20	0,54
5,22	0,52
5,25	0,51
5,27	0,51
5,29	0,50
5,32	0,49
5,34	0,50
5,37	0,51
5,39	0,53
5,42	0,52
5,44	0,52
5,47	0,54
5,49	0,54
5,51	0,53
5,54	0,53
5,56	0,52
5,59	0,53
5,61	0,56
5,64	0,55
5,66	0,56
5,68	0,56
5,71	0,58
5,73	0,61
5,76	0,61
5,78	0,58
5,81	0,59
5,83	0,57
5,86	0,56
5,88	0,55
5,90	0,53
5,93	0,52
5,95	0,53
5,98	0,51
6,00	0,54
6,03	0,52
6,05	0,53
6,08	0,52
6,10	0,53
6,12	0,52
6,15	0,55
6,17	0,54
6,20	0,57
6,22	0,57
6,25	0,58
6,27	0,56
6,30	0,58
6,32	0,55
6,34	0,59
6,37	0,57
6,39	0,58
6,42	0,56
6,44	0,58
6,47	0,59
6,49	0,61
6,52	0,58
6,54	0,61
6,56	0,59
6,59	0,62
6,61	0,61
6,64	0,61
6,66	0,61
6,69	0,63
6,71	0,62
6,73	0,63
6,76	0,60
6,78	0,60
6,81	0,61
6,83	0,61
6,86	0,60
6,88	0,60
6,91	0,60
6,93	0,63
6,95	0,63
6,98	0,63
